id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1,income_to_loan_ratio,emi_estimate,emi_income_ratio
133958,2019,conforming,male,preapproved,type1,p1,l1,nopc,non_business,116500,4.99,0.9549,67.97,360.0,no,no,not_lpsm,118000.0,sb,pr,home,1u,1980.0,cib,693,cib,35-44,to_inst,98.72881356,north,direct,0,43.0,0.016995708154506437,323.6111111111111,0.16343995510662176
149895,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,426500,3.5,-0.1208,3057.2,360.0,no,no,not_lpsm,1088000.0,sb,pr,home,1u,10740.0,crif,792,exp,25-34,not_inst,39.20036765,south,direct,0,26.0,0.02518171160609613,1184.7222222222222,0.11030933167804675
128743,2019,conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,416500,3.75,0.1887,6480.0,360.0,no,no,not_lpsm,528000.0,sb,pr,home,1u,9840.0,exp,542,cib,55-64,to_inst,78.88257576,north,direct,0,31.0,0.02362545018007203,1156.9444444444443,0.1175756549232159
112554,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,336500,4.0,0.1464,0.0,360.0,no,no,not_lpsm,448000.0,sb,pr,home,1u,4500.0,crif,640,cib,25-34,not_inst,75.11160714,north,direct,0,42.0,0.01337295690936107,934.7222222222222,0.20771604938271604
145379,2019,non_conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,446500,4.0,-0.0678,5321.64,360.0,no,no,not_lpsm,598000.0,sb,pr,home,1u,5460.0,exp,536,exp,35-44,not_inst,74.66555184,south,direct,0,40.0,0.012228443449048153,1240.2777777777778,0.22715710215710216
164538,2019,conforming,joint,preapproved,type1,p1,l1,nopc,non_business,236500,3.5,-0.3399,9106.25,360.0,yes,no,not_lpsm,398000.0,sb,pr,home,1u,4560.0,exp,795,exp,55-64,to_inst,59.42211055,north,direct,0,34.0,0.019281183932346724,656.9444444444445,0.14406676413255362
59362,2019,conforming,female,preapproved,type1,p4,l1,nopc,non_business,246500,3.5,-0.1841,4333.13,324.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,2940.0,cib,526,cib,55-64,to_inst,58.97129187,north,direct,0,36.0,0.011926977687626775,760.8024691358024,0.2587763500461913
26513,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,306500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,12240.0,equi,741,exp,55-64,to_inst,75.11160714,central,direct,1,39.0,0.039934747145187605,851.3888888888889,0.06955791575889615
138778,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,236500,3.99,0.8109,5734.58,360.0,no,no,not_lpsm,298000.0,sb,pr,home,1u,3480.0,exp,807,exp,45-54,to_inst,79.36241611,south,direct,0,47.0,0.014714587737843551,656.9444444444445,0.18877713920817368
47872,2019,conforming,male,preapproved,type1,p3,l1,nopc,non_business,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,358000.0,sb,ir,home,3u,720.0,cib,715,cib,55-64,not_inst,68.8547486,south,direct,1,47.0,0.0029208924949290062,684.7222222222222,0.9510030864197531
69564,2019,conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,386500,3.875,0.4821,7200.0,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,3540.0,exp,794,cib,45-54,not_inst,90.30373832,north,direct,0,46.0,0.009159120310478655,1073.611111111111,0.30327997489014435
166023,2019,conforming,male,no_preapproval,type2,p1,l1,nopc,business,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,5040.0,equi,635,exp,55-64,to_inst,75.11160714,central,direct,1,39.0,0.017591623036649216,795.8333333333334,0.15790343915343916
85290,2019,conforming,joint,preapproved,type1,p1,l1,nopc,non_business,176500,4.125,0.5116,3000.0,360.0,no,no,not_lpsm,278000.0,sb,pr,home,1u,4920.0,cib,759,exp,65-74,to_inst,63.48920863,north,direct,0,45.0,0.027875354107648725,490.27777777777777,0.09964995483288167
29575,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,446500,3.625,0.0465,7548.0,360.0,no,no,not_lpsm,638000.0,sb,pr,home,1u,5520.0,cib,673,cib,35-44,not_inst,69.98432602,south,direct,0,36.0,0.012362821948488242,1240.2777777777778,0.22468800322061191
138855,2019,conforming,female,preapproved,type1,p3,l1,nopc,non_business,586500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,958000.0,sb,pr,home,2u,3600.0,crif,740,cib,65-74,to_inst,61.22129436,central,direct,1,38.0,0.006138107416879796,1629.1666666666667,0.45254629629629634
159114,2019,conforming,joint,preapproved,type1,p1,l1,nopc,non_business,446500,4.25,0.621,150.0,360.0,no,no,not_lpsm,478000.0,sb,pr,home,1u,11340.0,crif,537,exp,35-44,to_inst,93.41004184,north,direct,0,26.0,0.025397536394176932,1240.2777777777778,0.10937193807564179
104289,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,616500,4.0,0.7421,2817.82,360.0,no,no,not_lpsm,648000.0,sb,pr,home,1u,10980.0,exp,666,exp,35-44,not_inst,95.13888889,north,direct,0,49.0,0.01781021897810219,1712.5,0.15596539162112932
53487,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,96500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,418000.0,sb,pr,home,1u,1980.0,equi,577,exp,65-74,to_inst,75.11160714,north,direct,1,39.0,0.020518134715025907,268.05555555555554,0.13538159371492703
122753,2019,conforming,male,no_preapproval,type3,p1,l1,nopc,non_business,206500,4.625,0.8666,253.75,360.0,no,no,not_lpsm,208000.0,sb,pr,home,1u,4260.0,cib,641,cib,>74,to_inst,99.27884615,north,direct,0,39.0,0.02062953995157385,573.6111111111111,0.13465049556598851
97209,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,626500,4.875,0.4667,7418.0,360.0,yes,no,not_lpsm,1398000.0,sb,pr,home,1u,10380.0,cib,502,exp,45-54,to_inst,44.81402003,north,direct,0,34.0,0.0165682362330407,1740.2777777777778,0.16765681866837936
84503,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,226500,4.875,0.3095,1960.0,360.0,no,no,not_lpsm,408000.0,sb,pr,home,1u,4440.0,cib,763,cib,65-74,to_inst,55.51470588,north,direct,0,39.0,0.01960264900662252,629.1666666666666,0.1417042042042042
146389,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,476500,3.99,0.3858,2555.5550000000003,240.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,13920.0,equi,858,exp,25-34,not_inst,75.11160714,north,direct,1,39.0,0.029213011542497377,1985.4166666666667,0.14263050766283525
121767,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,376500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,628000.0,sb,pr,home,1u,3420.0,cib,573,cib,55-64,to_inst,59.9522293,north,direct,1,57.0,0.009083665338645418,1045.8333333333333,0.30579922027290446
131942,2019,conforming,joint,preapproved,type1,p4,l1,nopc,non_business,256500,3.375,0.147,0.0,180.0,no,no,not_lpsm,728000.0,sb,pr,home,1u,6000.0,exp,849,exp,25-34,not_inst,35.23351648,south,direct,0,44.0,0.023391812865497075,1425.0,0.2375
148224,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,406500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,418000.0,sb,pr,home,1u,7380.0,equi,865,exp,45-54,to_inst,75.11160714,south,direct,1,39.0,0.0181549815498155,1129.1666666666667,0.15300361336946705
54203,2019,conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,116500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,128000.0,sb,pr,home,1u,1380.0,cib,523,cib,25-34,not_inst,91.015625,north,direct,1,37.0,0.01184549356223176,323.6111111111111,0.23450080515297905
125328,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3120.0,equi,781,exp,55-64,to_inst,75.11160714,north,direct,1,39.0,0.012657200811359027,684.7222222222222,0.2194622507122507
146221,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,246500,4.25,0.0245,5751.25,360.0,no,no,not_lpsm,358000.0,sb,pr,home,1u,2220.0,exp,668,exp,65-74,to_inst,68.8547486,south,direct,0,44.0,0.009006085192697768,684.7222222222222,0.30843343343343343
123344,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,136500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,148000.0,sb,pr,home,1u,3000.0,exp,842,exp,55-64,not_inst,92.22972973,north,direct,1,58.0,0.02197802197802198,379.1666666666667,0.12638888888888888
84846,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,216500,3.75,0.9798,4895.27,360.0,no,no,not_lpsm,278000.0,sb,pr,home,1u,4500.0,cib,745,exp,65-74,to_inst,77.87769784,north,direct,0,33.0,0.020785219399538105,601.3888888888889,0.13364197530864197
57450,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,206500,4.99,0.9381,1150.0,360.0,no,no,not_lpsm,258000.0,sb,pr,home,1u,4500.0,cib,541,exp,45-54,to_inst,80.03875969,north,direct,0,24.0,0.021791767554479417,573.6111111111111,0.12746913580246913
105298,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,466500,3.99,-0.168,3702.5,360.0,no,no,not_lpsm,588000.0,sb,pr,home,1u,5400.0,cib,558,exp,45-54,to_inst,79.33673469,central,direct,0,46.0,0.01157556270096463,1295.8333333333333,0.23996913580246912
66384,2019,conforming,sex not available,no_preapproval,type3,p4,l1,nopc,non_business,626500,3.625,-0.113,0.0,360.0,no,no,not_lpsm,708000.0,sb,pr,home,1u,5820.0,crif,610,exp,35-44,to_inst,88.48870056,south,direct,0,39.0,0.009289704708699121,1740.2777777777778,0.29901680030546013
39932,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,5760.0,equi,636,exp,55-64,to_inst,75.11160714,north,direct,1,39.0,0.020104712041884815,795.8333333333334,0.13816550925925927
153877,2019,conforming,joint,no_preapproval,type2,p1,l1,nopc,business,176500,3.99,0.3858,2555.5550000000003,360.0,no,yes,not_lpsm,188000.0,sb,pr,home,1u,3240.0,crif,545,exp,45-54,not_inst,93.88297872,north,direct,1,22.0,0.018356940509915015,490.27777777777777,0.15132030178326475
60314,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,76500,3.875,0.658,2772.36,360.0,no,no,not_lpsm,148000.0,sb,pr,home,1u,1860.0,crif,501,cib,25-34,to_inst,51.68918919,south,direct,0,34.0,0.02431372549019608,212.5,0.11424731182795698
165133,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,236500,3.99,0.3858,2555.5550000000003,300.0,yes,no,not_lpsm,418000.0,sb,pr,home,1u,1740.0,equi,589,exp,25-34,to_inst,75.11160714,south,direct,1,39.0,0.007357293868921776,788.3333333333334,0.4530651340996169
25076,2019,conforming,male,no_preapproval,type2,p3,l1,nopc,business,96500,4.625,0.8361,2054.53,360.0,no,no,not_lpsm,138000.0,sb,pr,home,1u,3180.0,cib,812,exp,55-64,to_inst,69.92753623,north,direct,0,46.0,0.03295336787564767,268.05555555555554,0.08429419986023759
89499,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,466500,3.75,0.8524,7695.81,240.0,no,no,not_lpsm,688000.0,sb,pr,home,1u,12840.0,crif,660,exp,45-54,not_inst,67.80523256,north,direct,0,20.0,0.02752411575562701,1943.75,0.1513823987538941
56480,2019,conforming,sex not available,no_preapproval,type3,p4,l1,nopc,non_business,376500,3.75,-0.3466,469.9,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,5820.0,exp,520,exp,65-74,to_inst,87.96728972,south,direct,0,39.0,0.015458167330677291,1045.8333333333333,0.17969644902634593
70235,2019,conforming,sex not available,no_preapproval,type2,p3,l1,nopc,business,346500,3.5,0.5855,6859.5,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,12720.0,cib,508,exp,45-54,to_inst,80.95794393,south,direct,0,37.0,0.03670995670995671,962.5,0.0756682389937107
143489,2019,conforming,sex not available,no_preapproval,type3,p4,l1,nopc,non_business,176500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,178000.0,sb,pr,home,1u,5820.0,exp,577,cib,45-54,to_inst,99.15730337,south,direct,1,39.0,0.03297450424929178,490.27777777777777,0.0842401680030546
102950,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,146500,3.99,0.3858,2555.5550000000003,240.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3540.0,equi,519,exp,25-34,to_inst,75.11160714,north,direct,1,39.0,0.02416382252559727,610.4166666666666,0.17243408662900186
159831,2019,conforming,female,preapproved,type1,p3,l1,nopc,non_business,266500,3.875,0.7788,1920.0,180.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,6720.0,cib,567,cib,45-54,to_inst,62.26635514,north,direct,0,22.0,0.02521575984990619,1480.5555555555557,0.2203207671957672
27395,2019,conforming,joint,no_preapproval,type3,p3,l1,nopc,non_business,316500,3.625,0.5167,12206.75,360.0,no,no,not_lpsm,318000.0,sb,pr,home,1u,6840.0,cib,605,exp,45-54,to_inst,99.52830189,north,direct,0,43.0,0.02161137440758294,879.1666666666666,0.12853313840155944
61918,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,556500,3.99,0.2237,5397.5,360.0,no,no,not_lpsm,878000.0,sb,pr,home,1u,11100.0,cib,884,cib,45-54,to_inst,63.38268793,south,direct,0,36.0,0.019946091644204852,1545.8333333333333,0.13926426426426425
120112,2019,conforming,sex not available,preapproved,type1,p4,l1,nopc,non_business,326500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,6000.0,equi,632,exp,35-44,to_inst,75.11160714,south,direct,1,39.0,0.018376722817764167,906.9444444444445,0.1511574074074074
53468,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,436500,3.99,0.2627,823.8,360.0,no,no,not_lpsm,978000.0,sb,pr,home,1u,13200.0,cib,754,exp,65-74,not_inst,44.63190184,north,direct,0,29.0,0.030240549828178694,1212.5,0.09185606060606061
147082,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,316500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,8760.0,equi,703,exp,25-34,not_inst,75.11160714,north,direct,1,39.0,0.02767772511848341,879.1666666666666,0.10036149162861491
34472,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,476500,4.375,0.587,0.0,360.0,no,no,not_lpsm,638000.0,sb,pr,home,1u,7080.0,exp,858,exp,45-54,not_inst,74.68652038,central,direct,0,45.0,0.014858342077649528,1323.611111111111,0.18695072190834902
42463,2019,conforming,sex not available,preapproved,type1,p3,l1,nopc,non_business,396500,3.125,0.113,2275.0,180.0,no,no,not_lpsm,638000.0,sb,pr,home,1u,10260.0,crif,578,exp,35-44,to_inst,62.14733542,south,direct,0,38.0,0.02587641866330391,2202.777777777778,0.21469568984188867
61411,2019,conforming,sex not available,no_preapproval,type3,p1,l1,nopc,non_business,156500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,418000.0,sb,pr,home,1u,3780.0,equi,692,exp,55-64,to_inst,75.11160714,south,direct,1,39.0,0.02415335463258786,434.72222222222223,0.11500587889476778
45273,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,246500,3.99,0.3858,2555.5550000000003,324.0,no,no,lpsm,358000.0,sb,pr,home,1u,3480.0,exp,555,exp,65-74,to_inst,68.8547486,north,direct,1,57.0,0.01411764705882353,760.8024691358024,0.21862139917695472
31875,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,576500,3.99,-0.0052,8000.0,360.0,no,no,not_lpsm,968000.0,sb,pr,home,1u,13260.0,cib,671,cib,45-54,not_inst,59.55578512,south,direct,0,30.0,0.02300086730268864,1601.388888888889,0.12076839282721635
36736,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,466500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,5820.0,equi,646,exp,45-54,to_inst,75.11160714,south,direct,1,39.0,0.01247588424437299,1295.8333333333333,0.22265177548682702
134496,2019,conforming,sex not available,no_preapproval,type1,p1,l2,nopc,non_business,726500,4.5,0.118,0.0,360.0,no,no,not_lpsm,1148000.0,sb,pr,home,1u,12180.0,cib,769,exp,45-54,not_inst,63.28397213,south,direct,0,43.0,0.016765313145216794,2018.0555555555557,0.16568600620324758
76891,2019,conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,276500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,6000.0,equi,798,exp,65-74,to_inst,75.11160714,north,direct,1,39.0,0.0216998191681736,768.0555555555555,0.12800925925925927
165396,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,386500,3.99,0.3858,2555.5550000000003,360.0,no,no,lpsm,418000.0,sb,pr,home,1u,6060.0,equi,873,exp,45-54,not_inst,75.11160714,south,direct,1,39.0,0.015679172056921088,1073.611111111111,0.17716354968830217
83693,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,236500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,298000.0,sb,pr,home,1u,3000.0,cib,721,cib,35-44,to_inst,79.36241611,south,direct,1,39.0,0.012684989429175475,656.9444444444445,0.2189814814814815
143678,2019,non_conforming,sex not available,no_preapproval,type2,p1,l1,nopc,business,256500,4.25,0.3858,1257.0,324.0,yes,no,not_lpsm,268000.0,sb,pr,home,1u,5820.0,equi,770,exp,45-54,to_inst,95.70895522,south,direct,1,39.0,0.022690058479532163,791.6666666666666,0.13602520045819014
130744,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,206500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,228000.0,sb,pr,home,1u,4140.0,exp,812,cib,35-44,to_inst,90.57017544,north,direct,1,36.0,0.020048426150121066,573.6111111111111,0.13855340848094472
58030,2019,conforming,joint,preapproved,type3,p4,l1,nopc,non_business,476500,2.875,-0.8534,3562.14,360.0,no,no,not_lpsm,698000.0,sb,pr,home,1u,5820.0,exp,616,exp,45-54,not_inst,68.26647564,north,direct,0,39.0,0.012214060860440714,1323.611111111111,0.2274245895379916
62218,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,306500,3.99,0.3858,2555.5550000000003,180.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,9060.0,equi,746,exp,55-64,not_inst,75.11160714,south,direct,1,39.0,0.029559543230016312,1702.7777777777778,0.18794456708363994
95958,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,126500,4.25,1.0821,2799.0,180.0,no,no,not_lpsm,288000.0,sb,ir,home,1u,6660.0,crif,658,exp,55-64,not_inst,43.92361111,north,direct,0,47.0,0.052648221343873515,702.7777777777778,0.1055221888555222
127537,2019,conforming,female,no_preapproval,type3,p4,l1,nopc,non_business,136500,2.99,-0.5128,2758.72,360.0,no,no,not_lpsm,158000.0,sb,pr,home,1u,5820.0,exp,627,cib,55-64,to_inst,86.39240506,north,direct,0,39.0,0.04263736263736264,379.1666666666667,0.06514891179839634
116093,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,286500,3.99,0.3071,3350.0,360.0,yes,yes,not_lpsm,358000.0,sb,pr,home,1u,4740.0,exp,704,cib,55-64,to_inst,80.02793296,north-east,direct,0,45.0,0.016544502617801046,795.8333333333334,0.1678973277074543
47254,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,136500,3.99,0.6503,3823.5,360.0,no,no,not_lpsm,208000.0,sb,pr,home,1u,3120.0,cib,821,exp,55-64,to_inst,65.625,south,direct,0,21.0,0.022857142857142857,379.1666666666667,0.12152777777777779
56118,2019,conforming,male,no_preapproval,type2,p4,l1,nopc,business,176500,4.25,1.165,0.0,360.0,no,no,not_lpsm,208000.0,sb,pr,home,1u,5820.0,exp,685,exp,35-44,to_inst,84.85576923,south,direct,0,39.0,0.03297450424929178,490.27777777777777,0.0842401680030546
118735,2019,conforming,joint,no_preapproval,type2,p1,l1,nopc,business,316500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,298000.0,sb,pr,home,1u,7020.0,cib,609,exp,25-34,to_inst,106.2080537,south,direct,1,51.0,0.02218009478672986,879.1666666666666,0.12523741690408358
114177,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,326500,3.99,1.0775,6050.0,240.0,no,no,not_lpsm,438000.0,sb,pr,home,1u,10020.0,exp,675,exp,45-54,to_inst,74.543379,south,direct,0,31.0,0.030689127105666156,1360.4166666666667,0.135770126413839
38535,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,216500,3.99,0.369,5038.75,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,12000.0,crif,685,cib,55-64,to_inst,50.58411215,south,direct,0,16.0,0.05542725173210162,601.3888888888889,0.050115740740740745
97694,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,296500,3.99,0.6196,10052.75,360.0,no,no,not_lpsm,368000.0,sb,pr,home,1u,4680.0,cib,897,cib,65-74,to_inst,80.57065217,north,direct,0,41.0,0.015784148397976393,823.6111111111111,0.1759852801519468
95751,2019,conforming,joint,preapproved,type1,p4,l1,nopc,non_business,476500,3.99,0.3858,2555.5550000000003,180.0,no,no,not_lpsm,908000.0,sb,pr,home,1u,12540.0,cib,640,exp,45-54,to_inst,52.47797357,north,direct,1,18.0,0.02631689401888772,2647.222222222222,0.2111022505759348
106576,2019,conforming,sex not available,no_preapproval,type1,p1,l1,nopc,non_business,106500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,128000.0,sb,pr,home,1u,3540.0,exp,828,cib,25-34,to_inst,83.203125,south,direct,1,21.0,0.03323943661971831,295.8333333333333,0.08356873822975518
158135,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,166500,3.75,0.3993,4392.04,180.0,yes,no,not_lpsm,328000.0,sb,pr,home,1u,4680.0,exp,866,exp,45-54,to_inst,50.76219512,south,direct,0,29.0,0.02810810810810811,925.0,0.19764957264957264
35202,2019,conforming,female,no_preapproval,type2,p3,l1,nopc,business,86500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,128000.0,sb,pr,home,1u,1020.0,cib,712,cib,65-74,to_inst,67.578125,north,direct,1,43.0,0.011791907514450866,240.27777777777777,0.2355664488017429
150653,2019,non_conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,236500,4.375,0.9744,4744.05,360.0,no,no,not_lpsm,338000.0,sb,pr,home,1u,3960.0,exp,514,cib,35-44,to_inst,69.9704142,north,direct,0,37.0,0.01674418604651163,656.9444444444445,0.16589506172839508
91254,2019,non_conforming,sex not available,preapproved,type1,p3,l1,nopc,non_business,716500,3.125,-0.1579,12868.75,360.0,no,no,not_lpsm,1108000.0,sb,pr,home,1u,10140.0,exp,849,exp,55-64,to_inst,64.66606498,south,direct,0,37.0,0.014152128401953942,1990.2777777777778,0.19627985974139822
52779,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,386500,4.375,0.2987,0.0,360.0,no,no,not_lpsm,558000.0,sb,pr,home,1u,5100.0,exp,813,exp,25-34,not_inst,69.26523297,south,direct,0,39.0,0.013195342820181113,1073.611111111111,0.21051198257080608
47240,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,576500,3.0,-0.4124,99.5,360.0,no,no,not_lpsm,1708000.0,sb,pr,home,1u,13800.0,crif,732,exp,55-64,to_inst,33.7529274,north,direct,0,37.0,0.02393755420641804,1601.388888888889,0.1160426731078905
128993,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,356500,4.375,0.2839,0.0,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,3900.0,exp,554,cib,25-34,not_inst,83.29439252,north,direct,0,48.0,0.01093969144460028,990.2777777777778,0.2539173789173789
132570,2019,non_conforming,female,preapproved,type1,p4,l1,nopc,non_business,226500,3.25,0.2236,8567.41,180.0,no,no,not_lpsm,308000.0,sb,pr,home,1u,3720.0,cib,825,cib,45-54,to_inst,73.53896104,south,direct,0,40.0,0.01642384105960265,1258.3333333333333,0.33826164874551967
76455,2019,conforming,sex not available,preapproved,type1,p1,l1,nopc,non_business,396500,4.75,0.4314,5587.5,360.0,no,no,not_lpsm,498000.0,sb,pr,home,1u,3660.0,cib,835,exp,35-44,to_inst,79.6184739,south,direct,0,49.0,0.009230769230769232,1101.388888888889,0.30092592592592593
68523,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,136500,3.99,0.3858,2555.5550000000003,180.0,no,no,lpsm,158000.0,sb,pr,home,1u,4740.0,exp,855,exp,55-64,to_inst,86.39240506,south,direct,1,42.0,0.03472527472527472,758.3333333333334,0.159985935302391
42414,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,236500,3.99,1.1364,7125.0,240.0,no,no,not_lpsm,308000.0,sb,pr,home,1u,9300.0,exp,817,exp,25-34,to_inst,76.78571429,north,direct,0,33.0,0.03932346723044398,985.4166666666666,0.10595878136200716
151406,2019,conforming,male,no_preapproval,type2,p4,l1,nopc,business,406500,3.5,0.4015,1011.29,360.0,no,no,not_lpsm,498000.0,sb,pr,home,1u,9240.0,crif,804,cib,45-54,not_inst,81.62650602,north,direct,0,29.0,0.022730627306273062,1129.1666666666667,0.12220418470418472
74927,2019,conforming,male,no_preapproval,type3,p1,l1,nopc,non_business,46500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,48000.0,sb,pr,home,1u,3540.0,exp,802,cib,45-54,to_inst,96.875,north,direct,1,30.0,0.07612903225806451,129.16666666666666,0.03648775894538606
143990,2019,conforming,joint,no_preapproval,type2,p1,l1,nopc,business,486500,3.875,1.02,0.0,360.0,no,yes,not_lpsm,498000.0,sb,pr,home,1u,5820.0,cib,784,exp,35-44,not_inst,97.69076305,south,direct,0,61.0,0.01196300102774923,1351.388888888889,0.23219740358915616
87567,2019,conforming,sex not available,no_preapproval,type2,p4,l1,nopc,business,276500,4.75,1.1383,2525.96,360.0,no,no,not_lpsm,348000.0,sb,pr,home,1u,4320.0,crif,777,cib,25-34,to_inst,79.45402299,south,direct,0,60.0,0.01562386980108499,768.0555555555555,0.1777906378600823
85633,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,176500,4.625,1.2658,712.82,360.0,no,no,not_lpsm,188000.0,sb,pr,home,1u,2940.0,crif,727,cib,55-64,not_inst,93.88297872,north,direct,0,43.0,0.016657223796033994,490.27777777777777,0.16676114890400603
107874,2019,conforming,joint,no_preapproval,type2,p4,l1,nopc,business,406500,3.375,0.7422,0.0,360.0,no,no,not_lpsm,408000.0,sb,pr,home,1u,5820.0,cib,898,exp,25-34,not_inst,99.63235294,south,direct,0,39.0,0.014317343173431734,1129.1666666666667,0.19401489117983964
